ID,Journal,Papers in 2025 (all authors),Papers with NIH funding,journal share of NIH funded papers in 2025,Cumulative number of NIH funded papers,Cumulative % NIH,Cumulative number of journals,Cumulative % of journals,ISSN,eISSN,Publisher,oa_status,apc_usd,apc_usd_originalORconverted,manual_link,comment,Publisher category
jour.1017832,Journal of Surgical Research,640,122,0.190625,34337,30.2044299,128,1.668622083,0022-4804,1095-8673,Elsevier,Hybrid OA,3590,original,0,0,for profit
jour.1077137,Journal of Bacteriology,235,121,0.514893617,34458,30.31086716,129,1.681658193,0021-9193,1098-5530,American Society for Microbiology,Subscribe to Open (S2O),2100,original,https://web.archive.org/web/20250607032201/https://journals.asm.org/publication-fees,"Page charge calculated for 10 pages: 2025 S2O Subscriber Rates         2025 S2O Non-Subscriber Rates
Member         Non-Member         Member         Non-Member
No Article Processing Charges (APCs)         $0         $0         $0         $0
Page Charges (per page)         $79         $158         $105         $210",not for profit
jour.1017735,Journal of Cell Biology,256,121,0.47265625,34579,30.41730441,130,1.694694303,0021-9525,1540-8140,Rockefeller University Press,Hybrid OA,6000,original,https://web.archive.org/web/20250715230121/https://rupress.org/jcb/pages/publication-fees-and-access-options,0,not for profit
jour.1097054,American Journal of Preventive Medicine,278,121,0.435251799,34700,30.52374167,131,1.707730413,0749-3797,1873-2607,Elsevier,Hybrid OA,3300,original,0,0,for profit
jour.1093461,Statistics in Medicine,367,121,0.329700272,34821,30.63017892,132,1.720766523,0277-6715,1097-0258,Wiley,Hybrid OA,5450,original,0,0,for profit
jour.1047619,Cancer Medicine,925,120,0.12972973,34941,30.73573653,133,1.733802633,0,2045-7634,Wiley,Gold OA,4700,original,0,0,for profit
jour.1045560,"G3: Genes, Genomes, Genetics",301,119,0.395348837,35060,30.84041449,134,1.746838743,0,2160-1836,Oxford University Press (OUP),Gold OA,2709,original,0,0,not for profit
jour.1032656,Pediatric Blood & Cancer,477,119,0.249475891,35179,30.94509245,135,1.759874853,1545-5009,1545-5017,Wiley,Hybrid OA,4640,original,0,0,for profit
jour.1112054,Immunity,239,118,0.493723849,35297,31.04889077,136,1.772910963,1074-7613,1097-4180,Elsevier,Hybrid OA,10400,original,0,0,for profit
jour.1048375,Physiological Reports,533,118,0.221388368,35415,31.15268908,137,1.785947073,0,2051-817X,Wiley,Gold OA,2050,original,0,0,for profit
jour.1081531,JAMA: The Journal of the American Medical Association,645,118,0.182945736,35533,31.25648739,138,1.798983183,0098-7484,1538-3598,American Medical Association (AMA),Closed,,no APC option,0,0,not for profit
jour.1099724,AIDS Care,272,117,0.430147059,35650,31.35940606,139,1.812019293,0954-0121,1360-0451,Taylor & Francis,Hybrid OA,4024.664661,converted from EUR,0,0,for profit
jour.1356686,mSphere,308,117,0.37987013,35767,31.46232473,140,1.825055403,1556-6811,2379-5042,American Society for Microbiology,Gold OA,4300,original,https://web.archive.org/web/20250607032201/https://journals.asm.org/publication-fees,0,not for profit
jour.1103715,Diabetes Care,267,116,0.434456929,35883,31.56436375,141,1.838091513,0149-5992,1935-5548,American Diabetes Association,Hybrid OA,4250,original,https://web.archive.org/web/20250522060015/https://diabetesjournals.org/care/pages/instructions-for-authors,"Page charge calculated for 10 pages: For articles submitted on or after February 1, 2024, article processing charges will be assessed at $175 per typeset journal page.
In addition, Diabetes Care offers an “Open Choice” option for authors who wish to make their published article immediately accessible to nonsubscribers. By paying an additional article-processing charge of $250 per page, authors may elect to have their articles freely available on the journal's website immediately upon publication online. Upon receipt of payment and on behalf of the author, ADA will also deposit the final version of the published paper into PubMed Central.  ",not for profit
jour.1017014,American Journal of Ophthalmology,419,115,0.274463007,35998,31.66552313,142,1.851127624,0002-9394,1879-1891,Elsevier,Hybrid OA,4300,original,0,0,for profit
jour.1037994,PLOS Neglected Tropical Diseases,871,115,0.132032147,36113,31.7666825,143,1.864163734,1935-2727,1935-2735,Public Library of Science (PLoS),Gold OA,2670,original,0,0,not for profit
jour.1012116,Environmental Science and Technology,2400,115,0.047916667,36228,31.86784187,144,1.877199844,0013-936X,1520-5851,American Chemical Society (ACS),Hybrid OA,4500,original,https://web.archive.org/web/20250529213608/https://acsopenscience.org/researchers/oa-pricing/,0,not for profit
jour.1399744,Biological Psychiatry,193,114,0.590673575,36342,31.9681216,145,1.890235954,0006-3223,1873-2402,Elsevier,Hybrid OA,5489,original,0,0,for profit
jour.1055081,The Journal of Allergy and Clinical Immunology,258,114,0.441860465,36456,32.06840133,146,1.903272064,0091-6749,1097-6825,Elsevier,Hybrid OA,4900,original,0,0,for profit
jour.1381437,Cell Reports Medicine,423,114,0.269503546,36570,32.16868106,147,1.916308174,2666-3791,0,Elsevier,Gold OA,5620,original,0,0,for profit
jour.1082404,Journal of Chemical Information and Modeling,1064,114,0.107142857,36684,32.26896079,148,1.929344284,1549-9596,1549-960X,American Chemical Society (ACS),Hybrid OA,4500,original,https://web.archive.org/web/20250529213608/https://acsopenscience.org/researchers/oa-pricing/,0,not for profit
jour.1041450,ACS Applied Materials & Interfaces,5761,114,0.019788231,36798,32.36924051,149,1.942380394,1944-8244,1944-8252,American Chemical Society (ACS),Hybrid OA,4500,original,https://web.archive.org/web/20250529213608/https://acsopenscience.org/researchers/oa-pricing/,0,not for profit
jour.1052984,Nature Microbiology,289,113,0.39100346,36911,32.46864059,150,1.955416504,0,2058-5276,Springer Nature,Hybrid OA,12690,original,0,0,for profit
jour.1085033,International Journal of Radiation Oncology • Biology • Physics,394,113,0.28680203,37024,32.56804067,151,1.968452614,0360-3016,1879-355X,Elsevier,Hybrid OA,4130,original,0,0,for profit
jour.1327417,BMC Health Services Research,1764,113,0.064058957,37137,32.66744076,152,1.981488724,0,1472-6963,Springer Nature,Gold OA,3290,original,0,0,for profit
jour.1018310,Physics in Medicine and Biology,558,111,0.198924731,37248,32.76508154,153,1.994524834,0031-9155,1361-6560,IOP Publishing,Hybrid OA,3325,original,0,0,for profit
jour.1327448,Frontiers in Neuroscience,987,111,0.112462006,37359,32.86272233,154,2.007560944,1662-4548,1662-453X,Frontiers,Gold OA,3856.182718,converted from CHF,0,0,for profit
jour.1049888,Vaccines,1243,111,0.08930008,37470,32.96036312,155,2.020597054,2076-393X,2076-393X,MDPI,Gold OA,3305.299473,converted from CHF,0,0,for profit
jour.1097694,Brain Behavior and Immunity,367,110,0.29972752,37580,33.05712426,156,2.033633164,0889-1591,1090-2139,Elsevier,Hybrid OA,5680,original,0,0,for profit
jour.1044353,Frontiers in Psychiatry,2099,110,0.052405908,37690,33.1538854,157,2.046669274,0,1664-0640,Frontiers,Gold OA,3856.182718,converted from CHF,0,0,for profit
jour.1091971,Journal of Adolescent Health,302,109,0.360927152,37799,33.24976689,158,2.059705384,1054-139X,1879-1972,Elsevier,Hybrid OA,3670,original,0,0,for profit
jour.1412916,Cancer Research Communications,186,108,0.580645161,37907,33.34476874,159,2.072741494,0,2767-9764,American Association for Cancer Research (AACR),Gold OA,2550,original,https://web.archive.org/web/20250522200823/https://aacrjournals.org/pages/publication-fees-and-reprints#openaccessfees,0,not for profit
jour.1398497,Developmental Biology,237,108,0.455696203,38015,33.43977059,160,2.085777604,0012-1606,1095-564X,Elsevier,Hybrid OA,3550,original,0,0,for profit
jour.1007352,Pediatric Research,624,108,0.173076923,38123,33.53477244,161,2.098813714,0031-3998,1530-0447,Springer Nature,Hybrid OA,4390,original,0,0,for profit
jour.1103473,Supportive Care in Cancer,1042,108,0.103646833,38231,33.62977428,162,2.111849824,0941-4355,1433-7339,Springer Nature,Hybrid OA,4690,original,0,0,for profit
jour.1046718,Advanced Healthcare Materials,1309,107,0.081741788,38338,33.72389648,163,2.124885934,2192-2640,2192-2659,Wiley,Hybrid OA,4880,original,0,0,for profit
jour.1047645,Translational Vision Science & Technology,386,106,0.274611399,38444,33.81713904,164,2.137922044,0,2164-2591,Association for Research in Vision and Ophthalmology (ARVO),Gold OA,1950,original,https://web.archive.org/web/20250516210001/https://tvst.arvojournals.org/ss/forauthors.aspx,0,not for profit
jour.1113568,Neurobiology of Disease,421,106,0.251781473,38550,33.91038159,165,2.150958154,0969-9961,1095-953X,Elsevier,Gold OA,4180,original,0,0,for profit
jour.1076813,Epilepsia,467,106,0.226980728,38656,34.00362414,166,2.163994264,0013-9580,1528-1157,Wiley,Hybrid OA,4360,original,0,0,for profit
jour.1022778,Nature Immunology,243,105,0.432098765,38761,34.09598705,167,2.177030374,1529-2908,1529-2916,Springer Nature,Hybrid OA,12690,original,0,0,for profit
jour.1047838,Brain Sciences,1316,105,0.079787234,38866,34.18834996,168,2.190066484,2076-3425,2076-3425,MDPI,Gold OA,2693.206978,converted from CHF,0,0,for profit
jour.1099176,Neuropsychopharmacology,193,104,0.538860104,38970,34.27983322,169,2.203102594,0893-133X,1740-634X,Springer Nature,Hybrid OA,5290,original,0,0,for profit
jour.1022095,American Journal of Physiology - Cell Physiology,284,103,0.362676056,39073,34.37043683,170,2.216138704,0363-6143,1522-1563,American Physiological Society,Subscribe to Open (S2O),995,original,https://web.archive.org/web/20250608110506/https://journals.physiology.org/fees-oa,"flat fee for publishing: Research Articles and Methods and Resources: $995 (APS members: $895)
Short Reports: $650 (APS members: $585)",not for profit
jour.1101964,Genome Research,210,102,0.485714286,39175,34.4601608,171,2.229174814,1088-9051,1549-5469,Cold Spring Harbor Laboratory,Hybrid OA,5200,original,https://web.archive.org/web/20250214151125/https://genome.cshlp.org/site/misc/open_access.xhtml,"APC 3700, The OA APC is in addition to the journal’s $1500 publication service charge, which applies to all accepted papers. ",not for profit
jour.1036439,Obesity,242,102,0.421487603,39277,34.54988477,172,2.242210924,1930-7381,1930-739X,Wiley,Hybrid OA,4980,original,0,0,for profit
jour.1051601,ACS Infectious Diseases,302,102,0.337748344,39379,34.63960873,173,2.255247034,2373-8227,0,American Chemical Society (ACS),Hybrid OA,4500,original,https://web.archive.org/web/20250529213608/https://acsopenscience.org/researchers/oa-pricing/,0,not for profit
jour.1008250,Antimicrobial Agents and Chemotherapy,408,102,0.25,39481,34.7293327,174,2.268283144,0066-4804,1098-6596,American Society for Microbiology,Subscribe to Open (S2O),2100,original,https://web.archive.org/web/20250607032201/https://journals.asm.org/publication-fees,"Page charge calculated for 10 pages: 2025 S2O Subscriber Rates         2025 S2O Non-Subscriber Rates
Member         Non-Member         Member         Non-Member
No Article Processing Charges (APCs)         $0         $0         $0         $0
Page Charges (per page)         $79         $158         $105         $210",not for profit
jour.1077126,Journal of Experimental Medicine,192,101,0.526041667,39582,34.81817702,175,2.281319254,0022-1007,1540-9538,Rockefeller University Press,Hybrid OA,6000,original,https://web.archive.org/web/20250612124402/https://rupress.org/jem/pages/publication-fees-and-access-options,0,not for profit
jour.1111851,Journal of the American Medical Informatics Association,208,101,0.485576923,39683,34.90702134,176,2.294355364,1067-5027,1527-974X,Oxford University Press (OUP),Hybrid OA,4332,original,0,0,not for profit
jour.1367614,Brain Communications,408,101,0.24754902,39784,34.99586566,177,2.307391474,0,2632-1297,Oxford University Press (OUP),Gold OA,4056.047964,converted from GBP,0,0,not for profit
jour.1093746,Journal of the American College of Cardiology,246,99,0.402439024,39883,35.08295069,178,2.320427584,0735-1097,1558-3597,Elsevier,Hybrid OA,7166,original,0,0,for profit
jour.1096341,The Laryngoscope,700,99,0.141428571,39982,35.17003571,179,2.333463694,0023-852X,1531-4995,Wiley,Hybrid OA,4840,original,0,0,for profit
jour.1044370,Chemical Science,2123,99,0.046632124,40081,35.25712074,180,2.346499804,2041-6520,2041-6539,Royal Society of Chemistry (RSC),Gold OA,0,original,https://pubs.rsc.org/en/journals/journalissues/sc#!recentarticles&adv,0,not for profit
jour.1017724,The Gerontologist,294,98,0.333333333,40179,35.34332612,181,2.359535914,0016-9013,1758-5341,Oxford University Press (OUP),Hybrid OA,4408,original,0,0,not for profit
jour.1033833,Journal of Neural Engineering,352,98,0.278409091,40277,35.4295315,182,2.372572025,1741-2560,1741-2552,IOP Publishing,Hybrid OA,3325,original,0,0,for profit
jour.1002105,IEEE Transactions on Biomedical Engineering,604,98,0.162251656,40375,35.51573688,183,2.385608135,0018-9294,1558-2531,Institute of Electrical and Electronics Engineers (IEEE),Hybrid OA,2645,original,0,0,not for profit
jour.1044605,Genes,1514,98,0.064729194,40473,35.60194226,184,2.398644245,0,2073-4425,MDPI,Gold OA,3182.880974,converted from CHF,0,0,for profit
jour.1013611,Infection and Immunity,161,97,0.602484472,40570,35.68726799,185,2.411680355,0019-9567,1098-5522,American Society for Microbiology,Subscribe to Open (S2O),2100,original,https://web.archive.org/web/20250607032201/https://journals.asm.org/publication-fees,"Page charge calculated for 10 pages: 2025 S2O Subscriber Rates         2025 S2O Non-Subscriber Rates
Member         Non-Member         Member         Non-Member
No Article Processing Charges (APCs)         $0         $0         $0         $0
Page Charges (per page)         $79         $158         $105         $210",not for profit
jour.1295033,Nature Structural & Molecular Biology,242,97,0.400826446,40667,35.77259373,186,2.424716465,1545-9993,2331-365X,Springer Nature,Hybrid OA,12690,unknown,https://web.archive.org/web/20250316043400/https://www.nature.com/nsmb/our-publishing-models https://resource-cms.springernature.com/springer-cms/rest/v1/content/26206374/data/v11,0,for profit
jour.1034525,Acta Biomaterialia,696,97,0.139367816,40764,35.85791946,187,2.437752575,1742-7061,1878-7568,Elsevier,Hybrid OA,3810,original,0,0,for profit
jour.1050678,Scientific Data,2109,97,0.045993362,40861,35.94324519,188,2.450788685,0,2052-4463,Springer Nature,Gold OA,2490,original,0,0,for profit
jour.1017753,Journal of Neurophysiology,302,96,0.317880795,40957,36.02769128,189,2.463824795,0022-3077,1522-1598,American Physiological Society,Subscribe to Open (S2O),995,original,https://web.archive.org/web/20250608110506/https://journals.physiology.org/fees-oa,"flat fee for publishing: Research Articles and Methods and Resources: $995 (APS members: $895)
Short Reports: $650 (APS members: $585)",not for profit
jour.1017830,Journal of Speech Language and Hearing Research,352,96,0.272727273,41053,36.11213737,190,2.476860905,1092-4388,1558-9102,American Speech Language Hearing Association,Hybrid OA,2000,original,https://web.archive.org/web/20250614020356/https://academy.pubs.asha.org/asha-journals-author-resource-center/manuscript-submission/open-access/,0,not for profit
jour.1290459,npj Precision Oncology,439,96,0.218678815,41149,36.19658345,191,2.489897015,0,2397-768X,Springer Nature,Gold OA,4090,original,0,0,for profit
jour.1024946,BMC Infectious Diseases,1999,96,0.048024012,41245,36.28102954,192,2.502933125,0,1471-2334,Springer Nature,Gold OA,3090,original,0,0,for profit
jour.1017754,The Journal of Pediatrics,251,95,0.378486056,41340,36.36459598,193,2.515969235,0022-3476,1097-6833,Elsevier,Hybrid OA,4570,original,0,0,for profit
jour.1096382,Journal of Controlled Release,1033,94,0.090997096,41434,36.44728277,194,2.529005345,0168-3659,1873-4995,Elsevier,Hybrid OA,4440,original,0,0,for profit
jour.1412139,Transplantation and Cellular Therapy,301,93,0.3089701,41527,36.52908992,195,2.542041455,2666-6367,1523-6536,Elsevier,Hybrid OA,3650,original,0,0,for profit
jour.1412985,American Journal of Clinical Nutrition,302,93,0.30794702,41620,36.61089706,196,2.555077565,0002-9165,1938-3207,Elsevier,Hybrid OA,5200,original,0,0,for profit
jour.1045210,Cancer Discovery,306,93,0.303921569,41713,36.69270421,197,2.568113675,2159-8274,2159-8290,American Association for Cancer Research (AACR),Hybrid OA,11000,original,https://web.archive.org/web/20250522200823/https://aacrjournals.org/pages/publication-fees-and-reprints#openaccessfees,"Base publication fee: $5000, Display item fee $250 per item, APC CC BY-NC-ND $10000, APC CC BY $11000",not for profit
jour.1018580,Journal of Nutrition,406,93,0.229064039,41806,36.77451136,198,2.581149785,0022-3166,1541-6100,Elsevier,Hybrid OA,5200,original,0,0,for profit
jour.1021332,Organic Letters,2472,93,0.037621359,41899,36.8563185,199,2.594185895,1523-7060,1523-7052,American Chemical Society (ACS),Hybrid OA,4500,original,https://web.archive.org/web/20250529213608/https://acsopenscience.org/researchers/oa-pricing/,0,not for profit
jour.1084078,Pain,275,92,0.334545455,41991,36.937246,200,2.607222005,0304-3959,1872-6623,Wolters Kluwer,Hybrid OA,4900,original,https://web.archive.org/web/20250602163525/https://editingservices.lww.com/open-access-hybrid,0,for profit
jour.1044173,Biomedical Optics Express,370,92,0.248648649,42083,37.0181735,201,2.620258115,2156-7085,0,Optica Publishing Group,Gold OA,2005,,0,0,not for profit
jour.1084784,Cancer Letters,494,92,0.186234818,42175,37.099101,202,2.633294225,0304-3835,1872-7980,Elsevier,Hybrid OA,4960,original,0,0,for profit
jour.1049675,Microorganisms,2881,92,0.031933356,42267,37.1800285,203,2.646330335,2076-2607,2076-2607,MDPI,Gold OA,3305.299473,converted from CHF,0,0,for profit
